GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community_Converted,Community,Continuous Integration_Converted,Continuous Integration,Documentation_Converted,Documentation,History_Converted,History,Issues_Converted,Issues,License_Converted,License,Unit Testing_Converted,Unit Testing,ComplexContainerComprehension,ComplexLambdaExpression,LargeClass,LongBaseClassList,LongMessageChain,LongMethod,LongParameterList,LongScopeChaining,LongTernaryConditionalExpression,MultiplyNestedContainer,Normalized_ComplexContainerComprehension,Normalized_ComplexLambdaExpression,Normalized_LargeClass,Normalized_LongBaseClassList,Normalized_LongMessageChain,Normalized_LongMethod,Normalized_LongParameterList,Normalized_LongScopeChaining,Normalized_LongTernaryConditionalExpression,Normalized_MultiplyNestedContainer
mini-conf/mini-conf,Y,311,117,352,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/Mini-Conf/Mini-Conf/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,1,Little evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/Mini-Conf/Mini-Conf/issues/61 and https://github.com/Mini-Conf/Mini-Conf/issues/59",1,https://github.com/Mini-Conf/Mini-Conf/blob/master/LICENSE is provided.,0,There is no evidence of any testing done on the project.,3.0,0.0,0.0,0.0,2.0,26.0,26.0,0.0,0.0,69.0,0.0009287925696594428,0.0,0.0,0.0,6.378974898733774e-05,0.0012651452484064036,0.0012651452484064036,0.0,0.0,0.0015509103169251517
mipt-oulu/solt,Y,249,369,4783,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MIPT-Oulu/solt/graphs/contributors shows that there are multiple contributors,1,The project uses Travis CI,1,There is a well-maintained documentation,0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/MIPT-Oulu/solt/issues/73 and https://github.com/MIPT-Oulu/solt/issues/59 but not often",1,https://github.com/MIPT-Oulu/solt/blob/master/LICENSE is provided.,1,There are files related to testing.,6.0,3.0,0.0,0.0,85.0,160.0,160.0,0.0,2.0,486.0,0.0018575851393188856,0.002232142857142857,0.0,0.0,0.002711064331961854,0.007785509220962484,0.007785509220962484,0.0,0.0021810250817884407,0.010923803101820633
misaogura/flashtorch,Y,443,126,1210,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MisaOgura/flashtorch/graphs/contributors shows that there are 2 contributors but 2nd only contributed 1 commits,1,The project uses Travis CI,1,There is a well-maintained documentation,0,No evidence of sustained commit activity,1,"The project maintainers respond to issues, as evidenced by https://github.com/MisaOgura/flashtorch/issues/23 and https://github.com/MisaOgura/flashtorch/issues/21",1,https://github.com/MisaOgura/flashtorch/blob/master/LICENSE is provided.,1,There are many files related to testing.,3.0,0.0,2.0,2.0,30.0,91.0,91.0,0.0,0.0,31.0,0.0009287925696594428,0.0,0.00023110700254217703,0.00023172285946008574,0.000956846234810066,0.004428008369422413,0.004428008369422413,0.0,0.0,0.0006967857945605753
mitk/mitk,Y,318,40950,10,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/MITK/MITK/graphs/contributors shows that there are multiple contributors,1,The project uses CTest from CMake,1,There is a well-maintained documentation,1,Evidence of sustained commit activity,0,Issues tab disabled but maintainers do respond to pull requests,1,https://github.com/MITK/MITK/blob/master/LICENSE is provided.,1,There are many files related to testing.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.378974898733774e-05,0.0,0.0,0.0,0.0,0.0
mittagessen/kraken,Y,247,1146,8098,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mittagessen/kraken/graphs/contributors shows there are multiple contributors but mainly 1,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/mittagessen/kraken/blob/master/kraken/pageseg.py and https://github.com/mittagessen/kraken/blob/master/kraken/repo.py and https://github.com/mittagessen/kraken/blob/master/kraken/rpred.py have appropriate docstrings",1,https://github.com/mittagessen/kraken/graphs/commit-activity shows that there have been activties in the past few months consistently,1,"The project maintainers respond to issues, as evidenced by https://github.com/mittagessen/kraken/issues/214 and https://github.com/mittagessen/kraken/issues/209",1,https://github.com/mittagessen/kraken/blob/master/LICENSE,1,There are many files related to testing,14.0,4.0,23.0,22.0,136.0,205.0,205.0,0.0,5.0,280.0,0.0043343653250774,0.002976190476190476,0.002657730529235036,0.002548951454060943,0.004337702931138966,0.009975183689358182,0.009975183689358182,0.0,0.0054525627044711015,0.0062935491121600354
mlflow/mlflow,Y,6694,1458,66316,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mlflow/mlflow/graphs/contributors shows that there are multiple contributors,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,"There is a well-maintained README, and the majority of the functions in https://github.com/mlflow/mlflow/blob/master/mlflow/models/model.py and https://github.com/mlflow/mlflow/blob/master/mlflow/models/flavor_backend.py and https://github.com/mlflow/mlflow/blob/master/mlflow/tracking/fluent.py have appropriate docstrings",1,https://github.com/mlflow/mlflow/graphs/commit-activity show that there have been significant amount of activities in the past few months consistently,1,"The project maintainers respond to issues, as evidenced by https://github.com/mlflow/mlflow/issues/3053 and https://github.com/mlflow/mlflow/issues/3052",1,https://github.com/mlflow/mlflow/blob/master/LICENSE.txt,1,There are many files related to testing,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
mljar/mljar-supervised,Y,290,325,12812,The source code of this project has been organised into different modules in a way that shows the relationship between different files,0,There are no contributors to the project other than the author,1,"The project uses various CI services to compute code coverage, check stylistic violations, etc.",1,There is a well-maintained README but most of the functions in the source code are not documented.,1,https://github.com/mljar/mljar-supervised/graphs/commit-activity shows that there have been some activities in the past months.,1,"The project maintainers respond to issues, as evidenced by https://github.com/mljar/mljar-supervised/issues/110 and https://github.com/mljar/mljar-supervised/issues/109",1,https://github.com/mljar/mljar-supervised/blob/master/LICENSE,1,There are many files related to testing,11.0,7.0,104.0,89.0,356.0,421.0,421.0,1.0,12.0,836.0,0.003405572755417957,0.005208333333333333,0.012017564132193206,0.010311667245973816,0.011354575319746117,0.020485621137657534,0.020485621137657534,0.0005279831045406547,0.013086150490730645,0.01879073949202068
mlmed/torchxrayvision,Y,128,118,4530,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mlmed/torchxrayvision/graphs/contributors shows there are multiple contributors but mainly 1,0,CI is not used on the project,1,There is a well-maintained README but most of the functions in the source code are not documented.,1,https://github.com/mlmed/torchxrayvision/graphs/commit-activity shows that there have been some activities in the past months.,1,"The project maintainers respond to issues, as evidenced by https://github.com/mlmed/torchxrayvision/issues/21 and https://github.com/mlmed/torchxrayvision/issues/13",1,https://github.com/mlmed/torchxrayvision/blob/master/LICENSE,1,One test file,119.0,114.0,62.0,51.0,1340.0,641.0,641.0,45.0,35.0,455.0,0.0368421052631579,0.08482142857142856,0.007164317078807488,0.005908932916232186,0.042739131821516285,0.03119069631648095,0.03119069631648095,0.02375923970432946,0.03816793893129771,0.010227017307260057
mlperf/inference,N,288,913,26424,The source code of the project exists as ad-hoc scripts,1,https://github.com/mlperf/inference/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project,1,There is a well-maintained README but most of the functions in the source code are not documented.,1,https://github.com/mlperf/inference/graphs/commit-activity shows that there have been some activities in the past months.,1,"The project maintainers respond to issues, as evidenced by https://github.com/mlperf/inference/issues/640 and https://github.com/mlperf/inference/issues/638",1,https://github.com/mlperf/inference/blob/master/LICENSE.md,1,There are many files related to testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mlperf/training,N,978,242,42178,The source code of this project has been organised into different modules in a way that shows the relationship between different files,1,https://github.com/mlperf/training/graphs/contributors shows that there are multiple contributors,0,CI is not used on the project,1,"There is a well-maintained README, and the majority of the functions in https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/imagenet_preprocessing.py and https://github.com/mlperf/training/blob/master/recommendation/pytorch/alias_generator.py and https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/resnet_model.py have appropriate docstrings",1,https://github.com/mlperf/training/graphs/commit-activity shows that there have been some activities in the past months.,1,"The project maintainers respond to issues, not so actively, as evidenced by https://github.com/mlperf/training/issues/382 and https://github.com/mlperf/training/issues/373",1,https://github.com/mlperf/training/blob/master/LICENSE.md,0,there is no evidence of any testing done on the project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mnicnc404/cartoongan-tensorflow,N,353,339,1652,The source code of the project exists as ad-hoc scripts,1,https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/contributors shows there are 2 contributors only,0,CI is not used on the project,1,"There is a well-maintained README, and the majority of the functions in https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/imagenet_preprocessing.py and https://github.com/mlperf/training/blob/master/recommendation/pytorch/alias_generator.py and https://github.com/mlperf/training/blob/master/image_classification/tensorflow/official/resnet/resnet_model.py have appropriate docstrings",1,https://github.com/mnicnc404/CartoonGan-tensorflow/graphs/commit-activity shows that there are only 2 commits in the past.,1,"No longer maintained, there were issued closed like https://github.com/mnicnc404/CartoonGan-tensorflow/issues/36",1,https://github.com/mnicnc404/CartoonGan-tensorflow/blob/master/LICENSE,0,there is no evidence of any testing done on the project.,338.0,11.0,248.0,239.0,1751.0,1125.0,1125.0,12.0,30.0,2081.0,0.10464396284829722,0.008184523809523808,0.028657268315229953,0.027690881705480248,0.05584792523841419,0.05474186170989246,0.05474186170989246,0.006335797254487856,0.03271537622682661,0.04677455608001798
